id,slug,full_name,first_name,middle_name,last_name,match_confidence
p85818,zorilla-jm-p85818,"ZORILLA, JM",JM,,ZORILLA,unverified
p85819,abliter-ding-p85819,"ABLITER, DING TEÑOSO",DING,TEÑOSO,ABLITER,unverified_with_middle_name
p85820,agustin-boss-p85820,"AGUSTIN, BOSS OCAMPO",BOSS,OCAMPO,AGUSTIN,unverified_with_middle_name
p85821,co-malyn-p85821,"CO, MALYN HERNANDEZ",MALYN,HERNANDEZ,CO,unverified_with_middle_name
p85822,dancalan-manoy-p85822,"DANCALAN, MANOY LANUZGA",MANOY,LANUZGA,DANCALAN,unverified_with_middle_name
p85823,dele-a-jimmy-p85823,"DELEÑA, JIMMY VILLETE",JIMMY,VILLETE,DELEÑA,unverified_with_middle_name
p85824,dumalasa-philip-p85824,"DUMALASA, PHILIP BROSOLA",PHILIP,BROSOLA,DUMALASA,unverified_with_middle_name
p85825,euste-bhing-p85825,"EUSTE, BHING",BHING,,EUSTE,unverified
p85826,fuentebella-jovi-p85826,"FUENTEBELLA, JOVI SALES",JOVI,SALES,FUENTEBELLA,unverified_with_middle_name
p85827,fuentebella-eugene-p85827,"FUENTEBELLA, EUGENE BUQUID",EUGENE,BUQUID,FUENTEBELLA,unverified_with_middle_name
p85828,horibata-bgh-p85828,"HORIBATA, BGH GLINOGA",BGH,GLINOGA,HORIBATA,unverified_with_middle_name
p85829,ibasco-nonoy-p85829,"IBASCO, NONOY ANTIOQUIA",NONOY,ANTIOQUIA,IBASCO,unverified_with_middle_name
p85830,lizardo-james-p85830,"LIZARDO, JAMES DY",JAMES,DY,LIZARDO,unverified_with_middle_name
p85831,marfil-edelson-p85831,"MARFIL, EDELSON MUCEROS",EDELSON,MUCEROS,MARFIL,unverified_with_middle_name
p85832,pilapil-dyego-p85832,"PILAPIL, DYEGO HIZON",DYEGO,HIZON,PILAPIL,unverified_with_middle_name
p85833,prades-bobit-p85833,"PRADES, BOBIT PEÑAFLOR",BOBIT,PEÑAFLOR,PRADES,unverified_with_middle_name
p85834,ranin-james-p85834,"RANIN, JAMES ANTONIO",JAMES,ANTONIO,RANIN,unverified_with_middle_name
p85835,robredo-leni-p85835,"ROBREDO, LENI GERONA",LENI,GERONA,ROBREDO,unverified_with_middle_name
p85836,se-ar-mm-p85836,"SEÑAR, MM AVEN",MM,AVEN,SEÑAR,unverified_with_middle_name
p85837,tayco-ni-o-p85837,"TAYCO, NIÑO AVENGOZA",NIÑO,AVENGOZA,TAYCO,unverified_with_middle_name
p85838,horibata-hori-p85838,"HORIBATA, HORI GLINOGA",HORI,GLINOGA,HORIBATA,unverified_with_middle_name
p85839,legacion-nelson-p85839,"LEGACION, NELSON",NELSON,,LEGACION,unverified
p85840,hernandez-angel-p85840,"HERNANDEZ, ANGEL",ANGEL,,HERNANDEZ,unverified
p85841,manaog-pol-p85841,"MANAOG, POL SEGARRA",POL,SEGARRA,MANAOG,unverified_with_middle_name
p85842,matamorosa-bobby-p85842,"MATAMOROSA, BOBBY",BOBBY,,MATAMOROSA,unverified
p85843,noble-shai-p85843,"NOBLE, SHAI",SHAI,,NOBLE,unverified
p85844,nopra-boboy-p85844,"NOPRA, BOBOY SARMIENTO",BOBOY,SARMIENTO,NOPRA,unverified_with_middle_name
p85845,se-ar-warren-p85845,"SEÑAR, WARREN ANDAYA",WARREN,ANDAYA,SEÑAR,unverified_with_middle_name
p85846,se-ar-vanessa-p85846,"SEÑAR, VANESSA DELOS REYES",VANESSA,DELOS REYES,SEÑAR,unverified_with_middle_name
p85847,fortuno-sal-p85847,"FORTUNO, SAL FAUSTINO",SAL,FAUSTINO,FORTUNO,unverified_with_middle_name
p85848,agualada-pitoy-p85848,"AGUALADA, PITOY OREA",PITOY,OREA,AGUALADA,unverified_with_middle_name
p85849,angeles-tyson-p85849,"ANGELES, TYSON DEL CASTILLO",TYSON,DEL CASTILLO,ANGELES,unverified_with_middle_name
p85850,bordado-gabby-p85850,"BORDADO, GABBY HIDALGO",GABBY,HIDALGO,BORDADO,unverified_with_middle_name
p85851,cuyahon-cuya-p85851,"CUYAHON, CUYA MAGNO",CUYA,MAGNO,CUYAHON,unverified_with_middle_name
p85852,narito-jhun-p85852,"NARITO, JHUN LOQUINARIO",JHUN,LOQUINARIO,NARITO,unverified_with_middle_name
p85853,pervera-oki-p85853,"PERVERA, OKI BATURINAO",OKI,BATURINAO,PERVERA,unverified_with_middle_name
p85854,san-gabriel-christopher-p85854,"SAN GABRIEL, CHRISTOPHER CANDELARIA",CHRISTOPHER,CANDELARIA,SAN GABRIEL,unverified_with_middle_name
p85855,acle-david-p85855,"ACLE, DAVID DEWETES",DAVID,DEWETES,ACLE,unverified_with_middle_name
p85856,aranas-eric-p85856,"ARANAS, ERIC",ERIC,,ARANAS,unverified
p85857,borres-popoy-p85857,"BORRES, POPOY",POPOY,,BORRES,unverified
p85858,cadavez-april-p85858,"CADAVEZ, APRIL ABECIA",APRIL,ABECIA,CADAVEZ,unverified_with_middle_name
p85859,cagadas-maharlika-p85859,"CAGADAS, MAHARLIKA FABE",MAHARLIKA,FABE,CAGADAS,unverified_with_middle_name
p85860,cesar-annie-p85860,"CESAR, ANNIE",ANNIE,,CESAR,unverified
p85861,de-la-riarte-joy-p85861,"DE LA RIARTE, JOY TAGOTONGAN",JOY,TAGOTONGAN,DE LA RIARTE,unverified_with_middle_name
p85862,jalagat-jerry-p85862,"JALAGAT, JERRY ABAD",JERRY,ABAD,JALAGAT,unverified_with_middle_name
p85863,ladao-jr-p85863,"LADAO, JR BABAEL",JR,BABAEL,LADAO,unverified_with_middle_name
p85864,mabale-jun-p85864,"MABALE, JUN AYUBAN",JUN,AYUBAN,MABALE,unverified_with_middle_name
p85865,ochavillo-pol-p85865,"OCHAVILLO, POL",POL,,OCHAVILLO,unverified
p85866,pacudan-boypacs-p85866,"PACUDAN, BOYPACS PADEN",BOYPACS,PADEN,PACUDAN,unverified_with_middle_name
p85867,pagaran-elvie-p85867,"PAGARAN, ELVIE OLAER",ELVIE,OLAER,PAGARAN,unverified_with_middle_name
p85868,rayon-julianne-p85868,"RAYON, JULIANNE CAHILES",JULIANNE,CAHILES,RAYON,unverified_with_middle_name
p85869,salugsugan-nova-p85869,"SALUGSUGAN, NOVA",NOVA,,SALUGSUGAN,unverified
p85870,tabalba-raj-p85870,"TABALBA, RAJ VILLARUEL",RAJ,VILLARUEL,TABALBA,unverified_with_middle_name
p85871,tropel-julius-p85871,"TROPEL, JULIUS SIGLOS",JULIUS,SIGLOS,TROPEL,unverified_with_middle_name
p85872,uayan-joy-p85872,"UAYAN, JOY",JOY,,UAYAN,unverified
p85873,waminal-rando-p85873,"WAMINAL, RANDO LAGRADA",RANDO,LAGRADA,WAMINAL,unverified_with_middle_name
p85874,romualdo-yggy-p85874,"ROMUALDO, YGGY",YGGY,,ROMUALDO,unverified
p85875,rubin-joanne-p85875,"RUBIN, JOANNE MARIE",JOANNE,MARIE,RUBIN,unverified_with_middle_name
p85876,bollozos-louis-p85876,"BOLLOZOS, LOUIS SAGRADO",LOUIS,SAGRADO,BOLLOZOS,unverified_with_middle_name
p85877,jansol-marivic-p85877,"JANSOL, MARIVIC JAPUZ",MARIVIC,JAPUZ,JANSOL,unverified_with_middle_name
p85878,loquias-bem-bem-p85878,"LOQUIAS, BEM-BEM TADLAS",BEM-BEM,TADLAS,LOQUIAS,unverified_with_middle_name
p85879,planco-boyet-p85879,"PLANCO, BOYET KALAW",BOYET,KALAW,PLANCO,unverified_with_middle_name
p85880,abecia-tata-p85880,"ABECIA, TATA NAPONE",TATA,NAPONE,ABECIA,unverified_with_middle_name
p85881,acepcion-dok-p85881,"ACEPCION, DOK PIP",DOK,PIP,ACEPCION,unverified_with_middle_name
p85882,alayon-christopher-p85882,"ALAYON, CHRISTOPHER LARAYA",CHRISTOPHER,LARAYA,ALAYON,unverified_with_middle_name
p85883,alcazaren-boyet-p85883,"ALCAZAREN, BOYET DESALES",BOYET,DESALES,ALCAZAREN,unverified_with_middle_name
p85884,aldea-jiji-p85884,"ALDEA, JIJI GALLENERO",JIJI,GALLENERO,ALDEA,unverified_with_middle_name
p85885,altavas-jaime-p85885,"ALTAVAS, JAIME ANGKAS",JAIME,ANGKAS,ALTAVAS,unverified_with_middle_name
p85886,apruebo-brian-p85886,"APRUEBO, BRIAN BENDOL",BRIAN,BENDOL,APRUEBO,unverified_with_middle_name
p85887,arcenas-john-p85887,"ARCENAS, JOHN PAUL",JOHN,PAUL,ARCENAS,unverified_with_middle_name
p85888,arches-angel-p85888,"ARCHES, ANGEL FUENTES",ANGEL,FUENTES,ARCHES,unverified_with_middle_name
p85889,baes-neneng-p85889,"BAES, NENENG OSANO",NENENG,OSANO,BAES,unverified_with_middle_name
p85890,baniel-bebeng-p85890,"BANIEL, BEBENG BASINANG",BEBENG,BASINANG,BANIEL,unverified_with_middle_name
p85891,banjao-jhun-p85891,"BANJAO, JHUN LATO",JHUN,LATO,BANJAO,unverified_with_middle_name
p85892,barredo-nene-p85892,"BARREDO, NENE CEBALLOS",NENE,CEBALLOS,BARREDO,unverified_with_middle_name
p85893,baticados-paul-p85893,"BATICADOS, PAUL",PAUL,,BATICADOS,unverified
p85894,bayog-santi-p85894,"BAYOG, SANTI NONATO",SANTI,NONATO,BAYOG,unverified_with_middle_name
p85895,beldia-denden-p85895,"BELDIA, DENDEN TUMLOS",DENDEN,TUMLOS,BELDIA,unverified_with_middle_name
p85896,benigla-patricio-rona-p85896,"BENIGLA-PATRICIO, RONA",RONA,,BENIGLA-PATRICIO,unverified
p85897,benliro-kap-p85897,"BENLIRO, KAP TIANCHON",KAP,TIANCHON,BENLIRO,unverified_with_middle_name
p85898,bereber-doydoy-p85898,"BEREBER, DOYDOY GARCIA",DOYDOY,GARCIA,BEREBER,unverified_with_middle_name
p85899,beso-a-rodgel-p85899,"BESOÑA, RODGEL VERGARA",RODGEL,VERGARA,BESOÑA,unverified_with_middle_name
p85900,biaco-chard-p85900,"BIACO, CHARD FUROG",CHARD,FUROG,BIACO,unverified_with_middle_name
p85901,biclar-nene-p85901,"BICLAR, NENE ADING",NENE,ADING,BICLAR,unverified_with_middle_name
p85902,billones-benedick-p85902,"BILLONES, BENEDICK VILLAR",BENEDICK,VILLAR,BILLONES,unverified_with_middle_name
p85903,bolina-kap-p85903,"BOLINA, KAP BACOLINAO",KAP,BACOLINAO,BOLINA,unverified_with_middle_name
p85904,borres-wilfredo-p85904,"BORRES, WILFREDO BERGANIO",WILFREDO,BERGANIO,BORRES,unverified_with_middle_name
p85905,buday-agnes-p85905,"BUDAY, AGNES DEQUIÑA",AGNES,DEQUIÑA,BUDAY,unverified_with_middle_name
p85906,bulan-nene-p85906,"BULAN, NENE DANUGO",NENE,DANUGO,BULAN,unverified_with_middle_name
p85907,bustamante-rut-p85907,"BUSTAMANTE, RUT DULLANO",RUT,DULLANO,BUSTAMANTE,unverified_with_middle_name
p85908,calinao-mark-p85908,"CALINAO, MARK AMAHAN",MARK,AMAHAN,CALINAO,unverified_with_middle_name
p85909,cantiller-dorothy-p85909,"CANTILLER, DOROTHY ARCENAS",DOROTHY,ARCENAS,CANTILLER,unverified_with_middle_name
p85910,castilla-kap-boy-p85910,"CASTILLA, KAP-BOY MARGAREJO",KAP-BOY,MARGAREJO,CASTILLA,unverified_with_middle_name
p85911,castro-dodoy-p85911,"CASTRO, DODOY RAINJO",DODOY,RAINJO,CASTRO,unverified_with_middle_name
p85912,cedullo-eve-p85912,"CEDULLO, EVE DE TOMAS",EVE,DE TOMAS,CEDULLO,unverified_with_middle_name
p85913,cerdon-mimi-p85913,"CERDON, MIMI PALMA",MIMI,PALMA,CERDON,unverified_with_middle_name
p85914,cu-ada-toto-p85914,"CUÑADA, TOTO MENDIO",TOTO,MENDIO,CUÑADA,unverified_with_middle_name
p85915,dadivas-junjun-p85915,"DADIVAS, JUNJUN TINSAY",JUNJUN,TINSAY,DADIVAS,unverified_with_middle_name
p85916,dangan-jong-jong-p85916,"DANGAN, JONG-JONG DANGAN",JONG-JONG,DANGAN,DANGAN,unverified_with_middle_name
p85917,degala-earvin-p85917,"DEGALA, EARVIN BIELES",EARVIN,BIELES,DEGALA,unverified_with_middle_name
p85918,dela-cruz-nenet-p85918,"DELA CRUZ, NENET BERTE",NENET,BERTE,DELA CRUZ,unverified_with_middle_name
p85919,delay-roger-p85919,"DELAY, ROGER CATALAN",ROGER,CATALAN,DELAY,unverified_with_middle_name
p85920,delfin-nichole-p85920,"DELFIN, NICHOLE DORDAS",NICHOLE,DORDAS,DELFIN,unverified_with_middle_name
p85921,diaz-merci-p85921,"DIAZ, MERCI FACELO",MERCI,FACELO,DIAZ,unverified_with_middle_name
p85922,dumapig-joshua-p85922,"DUMAPIG, JOSHUA DORADO",JOSHUA,DORADO,DUMAPIG,unverified_with_middle_name
p85923,eslabon-justin-p85923,"ESLABON, JUSTIN",JUSTIN,,ESLABON,unverified
p85924,fajardo-raffy-p85924,"FAJARDO, RAFFY PERLAS",RAFFY,PERLAS,FAJARDO,unverified_with_middle_name
p85925,farenas-tingting-p85925,"FARENAS, TINGTING",TINGTING,,FARENAS,unverified
p85926,farenas-felino-p85926,"FARENAS, FELINO FALCIS",FELINO,FALCIS,FARENAS,unverified_with_middle_name
p85927,farinas-alice-p85927,"FARINAS, ALICE FEBRADA",ALICE,FEBRADA,FARINAS,unverified_with_middle_name
p85928,figueroa-third-p85928,"FIGUEROA, THIRD HONRADO",THIRD,HONRADO,FIGUEROA,unverified_with_middle_name
p85929,flejoles-percela-p85929,"FLEJOLES, PERCELA BALTERO",PERCELA,BALTERO,FLEJOLES,unverified_with_middle_name
p85930,fuentes-jhaja-p85930,"FUENTES, JHAJA BAUSON",JHAJA,BAUSON,FUENTES,unverified_with_middle_name
p85931,gevero-nikoy-p85931,"GEVERO, NIKOY GARDOSE",NIKOY,GARDOSE,GEVERO,unverified_with_middle_name
p85932,guillermo-atan-p85932,"GUILLERMO, ATAN RENES",ATAN,RENES,GUILLERMO,unverified_with_middle_name
p85933,herrera-migo-p85933,"HERRERA, MIGO AMBROSIO",MIGO,AMBROSIO,HERRERA,unverified_with_middle_name
p85934,hijosa-tibo-p85934,"HIJOSA, TIBO ESGANA",TIBO,ESGANA,HIJOSA,unverified_with_middle_name
p85935,honrado-abdul-p85935,"HONRADO, ABDUL SEGARRA",ABDUL,SEGARRA,HONRADO,unverified_with_middle_name
p85936,irisari-nonoy-marcelo-p85936,"IRISARI, NONOY-MARCELO ADVINCULA",NONOY-MARCELO,ADVINCULA,IRISARI,unverified_with_middle_name
p85937,jumbas-sheen-p85937,"JUMBAS, SHEEN ACEJAS",SHEEN,ACEJAS,JUMBAS,unverified_with_middle_name
p85938,lachica-uncle-p85938,"LACHICA, UNCLE FUENTES",UNCLE,FUENTES,LACHICA,unverified_with_middle_name
p85939,launio-catherine-p85939,"LAUNIO, CATHERINE",CATHERINE,,LAUNIO,unverified
p85940,laurilla-jun-jun-p85940,"LAURILLA, JUN-JUN VISTA",JUN-JUN,VISTA,LAURILLA,unverified_with_middle_name
p85941,laurino-kling-p85941,"LAURINO, KLING ADVINCULA",KLING,ADVINCULA,LAURINO,unverified_with_middle_name
p85942,layo-jeff-p85942,"LAYO, JEFF LEAL",JEFF,LEAL,LAYO,unverified_with_middle_name
p85943,loberes-kap-p85943,"LOBERES, KAP TUGNA",KAP,TUGNA,LOBERES,unverified_with_middle_name
p85944,magallanes-c-kaprey-p85944,"MAGALLANES, C-KAPREY",C-KAPREY,,MAGALLANES,unverified
p85945,magbanua-nonoy-p85945,"MAGBANUA, NONOY BARANA",NONOY,BARANA,MAGBANUA,unverified_with_middle_name
p85946,miguel-rolly-p85946,"MIGUEL, ROLLY DELA CRUZ",ROLLY,DELA CRUZ,MIGUEL,unverified_with_middle_name
p85947,ocampo-midelo-p85947,"OCAMPO, MIDELO DEMARTIN",MIDELO,DEMARTIN,OCAMPO,unverified_with_middle_name
p85948,paligumba-tap-tap-p85948,"PALIGUMBA, TAP-TAP VENUS",TAP-TAP,VENUS,PALIGUMBA,unverified_with_middle_name
p85949,palomar-chay-p85949,"PALOMAR, CHAY",CHAY,,PALOMAR,unverified
p85950,perez-ian-perieng-p85950,"PEREZ, IAN-PERIENG ALBA",IAN-PERIENG,ALBA,PEREZ,unverified_with_middle_name
p85951,salcedo-ni-o-p85951,"SALCEDO, NIÑO DORILLO",NIÑO,DORILLO,SALCEDO,unverified_with_middle_name
p85952,samson-ging-ging-p85952,"SAMSON, GING-GING PATRICIO",GING-GING,PATRICIO,SAMSON,unverified_with_middle_name
p85953,santiago-albert-p85953,"SANTIAGO, ALBERT BIACO",ALBERT,BIACO,SANTIAGO,unverified_with_middle_name
p85954,ticar-raul-p85954,"TICAR, RAUL LAVALLE",RAUL,LAVALLE,TICAR,unverified_with_middle_name
p85955,valaquio-nilda-p85955,"VALAQUIO, NILDA BERCADEZ",NILDA,BERCADEZ,VALAQUIO,unverified_with_middle_name
p85956,valenzuela-wowie-wow-p85956,"VALENZUELA, WOWIE-WOW MALICUDIO",WOWIE-WOW,MALICUDIO,VALENZUELA,unverified_with_middle_name
p85957,villabeto-ariel-p85957,"VILLABETO, ARIEL MENDOZA",ARIEL,MENDOZA,VILLABETO,unverified_with_middle_name
p85958,villar-kap-p85958,"VILLAR, KAP OÑAS",KAP,OÑAS,VILLAR,unverified_with_middle_name
p85959,vista-j-p85959,"VISTA, J VIPINOSA",J,VIPINOSA,VISTA,unverified_with_middle_name
p85960,viterbo-bords-p85960,"VITERBO, BORDS",BORDS,,VITERBO,unverified
p85961,barruela-jose-p85961,"BARRUELA, JOSE DIOCENA",JOSE,DIOCENA,BARRUELA,unverified_with_middle_name
p85962,besa-sonny-p85962,"BESA, SONNY",SONNY,,BESA,unverified
p85963,escolin-receliste-p85963,"ESCOLIN, RECELISTE LACHICA",RECELISTE,LACHICA,ESCOLIN,unverified_with_middle_name
p85964,openiano-stephen-p85964,"OPENIANO, STEPHEN ENERO",STEPHEN,ENERO,OPENIANO,unverified_with_middle_name
p85965,palomar-dante-p85965,"PALOMAR, DANTE",DANTE,,PALOMAR,unverified
p85966,perez-dodoy-p85966,"PEREZ, DODOY ALBA",DODOY,ALBA,PEREZ,unverified_with_middle_name
p85967,tumlos-mayor-henry-p85967,"TUMLOS, MAYOR-HENRY DISTOR",MAYOR-HENRY,DISTOR,TUMLOS,unverified_with_middle_name
p85968,valdemar-donnah-p85968,"VALDEMAR, DONNAH TUPAS",DONNAH,TUPAS,VALDEMAR,unverified_with_middle_name
p85969,guintu-howard-p85969,"GUINTU, HOWARD",HOWARD,,GUINTU,unverified
p85970,ardivilla-dok-p85970,"ARDIVILLA, DOK OPINA",DOK,OPINA,ARDIVILLA,unverified_with_middle_name
p85971,billones-tawi-p85971,"BILLONES, TAWI JR",TAWI,JR,BILLONES,unverified_with_middle_name
p85972,cruz-am-clean-p85972,"CRUZ-AM, CLEAN AMANE",CLEAN,AMANE,CRUZ-AM,unverified_with_middle_name
p85973,del-rosario-pepe-p85973,"DEL ROSARIO, PEPE ATIENZA",PEPE,ATIENZA,DEL ROSARIO,unverified_with_middle_name
p85974,fecundo-cecilio-p85974,"FECUNDO, CECILIO FARA-ON",CECILIO,FARA-ON,FECUNDO,unverified_with_middle_name
p85975,fundal-aying-p85975,"FUNDAL, AYING ATANACIO",AYING,ATANACIO,FUNDAL,unverified_with_middle_name
p85976,ignacio-trina-p85976,"IGNACIO, TRINA ALMALBIS",TRINA,ALMALBIS,IGNACIO,unverified_with_middle_name
p85977,san-felix-inday-p85977,"SAN FELIX, INDAY GABUCAY",INDAY,GABUCAY,SAN FELIX,unverified_with_middle_name
p85978,yap-yap-p85978,"YAP, YAP",YAP,,YAP,unverified
p85979,magbanua-jamesmitang-p85979,"MAGBANUA, JAMESMITANG",JAMESMITANG,,MAGBANUA,unverified
p85980,alayon-toto-p85980,"ALAYON, TOTO",TOTO,,ALAYON,unverified
p85981,almalbis-inday-p85981,"ALMALBIS, INDAY TERESA",INDAY,TERESA,ALMALBIS,unverified_with_middle_name
p85982,castro-fredenil-p85982,"CASTRO, FREDENIL TAN",FREDENIL,TAN,CASTRO,unverified_with_middle_name
p85983,hachuela-gley-p85983,"HACHUELA, GLEY",GLEY,,HACHUELA,unverified
p85984,odrunia-dokralph-p85984,"ODRUNIA, DOKRALPH CONCEPCION",DOKRALPH,CONCEPCION,ODRUNIA,unverified_with_middle_name
p85985,pastrana-jhefferson-p85985,"PASTRANA, JHEFFERSON BACINILLO",JHEFFERSON,BACINILLO,PASTRANA,unverified_with_middle_name
p85986,angeles-let-let-p85986,"ANGELES, LET-LET",LET-LET,,ANGELES,unverified
p85987,arcilla-sheila-p85987,"ARCILLA, SHEILA SANCHEZ",SHEILA,SANCHEZ,ARCILLA,unverified_with_middle_name
p85988,arcilla-kap-p85988,"ARCILLA, KAP THON",KAP,THON,ARCILLA,unverified_with_middle_name
p85989,asanza-daniel-p85989,"ASANZA, DANIEL TAPEL",DANIEL,TAPEL,ASANZA,unverified_with_middle_name
p85990,bautista-eden-p85990,"BAUTISTA, EDEN TAWAY",EDEN,TAWAY,BAUTISTA,unverified_with_middle_name
p85991,bernal-joevic-p85991,"BERNAL, JOEVIC TEVAR",JOEVIC,TEVAR,BERNAL,unverified_with_middle_name
p85992,caadlawon-charlon-p85992,"CAADLAWON, CHARLON",CHARLON,,CAADLAWON,unverified
p85993,carranza-eunice-p85993,"CARRANZA, EUNICE TENDENCIA",EUNICE,TENDENCIA,CARRANZA,unverified_with_middle_name
p85994,crispino-alfonso-p85994,"CRISPINO, ALFONSO DE QUIROS",ALFONSO,DE QUIROS,CRISPINO,unverified_with_middle_name
p85995,dalma-kap-p85995,"DALMA, KAP BIGTAS",KAP,BIGTAS,DALMA,unverified_with_middle_name
p85996,dayawon-reynold-p85996,"DAYAWON, REYNOLD",REYNOLD,,DAYAWON,unverified
p85997,delos-santos-rynz-p85997,"DELOS SANTOS, RYNZ TABLIGAN",RYNZ,TABLIGAN,DELOS SANTOS,unverified_with_middle_name
p85998,dulay-willie-p85998,"DULAY, WILLIE TEVES",WILLIE,TEVES,DULAY,unverified_with_middle_name
p85999,facundo-andrew-p85999,"FACUNDO, ANDREW",ANDREW,,FACUNDO,unverified
p86000,fajardo-bading-p86000,"FAJARDO, BADING",BADING,,FAJARDO,unverified
p86001,fernandez-siony-p86001,"FERNANDEZ, SIONY",SIONY,,FERNANDEZ,unverified
p86002,fernandez-ian-p86002,"FERNANDEZ, IAN",IAN,,FERNANDEZ,unverified
p86003,flores-san-p86003,"FLORES, SAN",SAN,,FLORES,unverified
p86004,gianan-fred-p86004,"GIANAN, FRED",FRED,,GIANAN,unverified
p86005,gonzales-jimboy-p86005,"GONZALES, JIMBOY",JIMBOY,,GONZALES,unverified
p86006,guerrero-kubal-p86006,"GUERRERO, KUBAL TABIRAO",KUBAL,TABIRAO,GUERRERO,unverified_with_middle_name
p86007,herrera-bunso-p86007,"HERRERA, BUNSO LOPEZ",BUNSO,LOPEZ,HERRERA,unverified_with_middle_name
p86008,isuela-vacion-p86008,"ISUELA, VACION PROLLES",VACION,PROLLES,ISUELA,unverified_with_middle_name
p86009,laurenciana-ryan-p86009,"LAURENCIANA, RYAN",RYAN,,LAURENCIANA,unverified
p86010,laynes-piolo-p86010,"LAYNES, PIOLO",PIOLO,,LAYNES,unverified
p86011,lizaso-rizaldy-p86011,"LIZASO, RIZALDY AVILA",RIZALDY,AVILA,LIZASO,unverified_with_middle_name
p86012,lopez-eman-p86012,"LOPEZ, EMAN EVANGELISTA",EMAN,EVANGELISTA,LOPEZ,unverified_with_middle_name
p86013,mendoza-leo-p86013,"MENDOZA, LEO MARTIN",LEO,MARTIN,MENDOZA,unverified_with_middle_name
p86014,molina-ayi-p86014,"MOLINA, AYI",AYI,,MOLINA,unverified
p86015,morales-edgardo-p86015,"MORALES, EDGARDO",EDGARDO,,MORALES,unverified
p86016,niola-marvie-p86016,"NIOLA, MARVIE LINGLING",MARVIE,LINGLING,NIOLA,unverified_with_middle_name
p86017,odi-kenneth-p86017,"ODI, KENNETH LOYOLA",KENNETH,LOYOLA,ODI,unverified_with_middle_name
p86018,pereyra-dennis-p86018,"PEREYRA, DENNIS GRAJO",DENNIS,GRAJO,PEREYRA,unverified_with_middle_name
p86019,samonte-botod-p86019,"SAMONTE, BOTOD VERGARA",BOTOD,VERGARA,SAMONTE,unverified_with_middle_name
p86020,sanchez-nilo-p86020,"SANCHEZ, NILO",NILO,,SANCHEZ,unverified
p86021,sidlacan-kuya-p86021,"SIDLACAN, KUYA TUBEO",KUYA,TUBEO,SIDLACAN,unverified_with_middle_name
p86022,sollegue-jenor-p86022,"SOLLEGUE, JENOR",JENOR,,SOLLEGUE,unverified
p86023,tanael-nikko-p86023,"TANAEL, NIKKO QUILATON",NIKKO,QUILATON,TANAEL,unverified_with_middle_name
p86024,tanael-renz-p86024,"TANAEL, RENZ TODOC",RENZ,TODOC,TANAEL,unverified_with_middle_name
p86025,tatad-joven-p86025,"TATAD, JOVEN",JOVEN,,TATAD,unverified
p86026,teope-janice-p86026,"TEOPE, JANICE NONE",JANICE,NONE,TEOPE,unverified_with_middle_name
p86027,tesorero-tote-p86027,"TESORERO, TOTE PADILLA",TOTE,PADILLA,TESORERO,unverified_with_middle_name
p86028,tubalinal-edralin-p86028,"TUBALINAL, EDRALIN",EDRALIN,,TUBALINAL,unverified
p86029,tumala-lea-p86029,"TUMALA, LEA",LEA,,TUMALA,unverified
p86030,vallespin-sanny-p86030,"VALLESPIN, SANNY",SANNY,,VALLESPIN,unverified
p86031,vargas-jun-p86031,"VARGAS, JUN",JUN,,VARGAS,unverified
p86032,velasco-primo-p86032,"VELASCO, PRIMO JR.",PRIMO,JR.,VELASCO,unverified_with_middle_name
p86033,villamor-beting-p86033,"VILLAMOR, BETING",BETING,,VILLAMOR,unverified
p86034,visaya-ame-p86034,"VISAYA, AME",AME,,VISAYA,unverified
p86035,vitalicio-eddie-p86035,"VITALICIO, EDDIE BOY",EDDIE,BOY,VITALICIO,unverified_with_middle_name
p86036,zuniega-raffy-p86036,"ZUNIEGA, RAFFY",RAFFY,,ZUNIEGA,unverified
p86037,azanza-patrick-p86037,"AZANZA, PATRICK TEJERO",PATRICK,TEJERO,AZANZA,unverified_with_middle_name
p86038,romano-aly-p86038,"ROMANO, ALY",ALY,,ROMANO,unverified
p86039,tabligan-olog-honesto-p86039,"TABLIGAN, OLOG-HONESTO CASTILLO",OLOG-HONESTO,CASTILLO,TABLIGAN,unverified_with_middle_name
p86040,villaluna-kuya-p86040,"VILLALUNA, KUYA VINCE",KUYA,VINCE,VILLALUNA,unverified_with_middle_name
p86041,rodriguez-leo-p86041,"RODRIGUEZ, LEO TRINIDAD",LEO,TRINIDAD,RODRIGUEZ,unverified_with_middle_name
p86042,albaniel-boboy-p86042,"ALBANIEL, BOBOY TARNATE",BOBOY,TARNATE,ALBANIEL,unverified_with_middle_name
p86043,balidoy-boy-p86043,"BALIDOY, BOY ALAURIN",BOY,ALAURIN,BALIDOY,unverified_with_middle_name
p86044,francisco-sonny-p86044,"FRANCISCO, SONNY RUBIO",SONNY,RUBIO,FRANCISCO,unverified_with_middle_name
p86045,gianan-fred-p86045,"GIANAN, FRED TUGANO",FRED,TUGANO,GIANAN,unverified_with_middle_name
p86046,templonuevo-bolotoy-p86046,"TEMPLONUEVO, BOLOTOY TIMAJO",BOLOTOY,TIMAJO,TEMPLONUEVO,unverified_with_middle_name
p86047,vergara-dean-p86047,"VERGARA, DEAN TERRAZOLA",DEAN,TERRAZOLA,VERGARA,unverified_with_middle_name
p86048,zafe--p86048,"ZAFE, VARGAS",,VARGAS,ZAFE,unresolved_missing_name
